peopleid;first_name;surname;born;died;gender
3932;Patty;Duke;1946;2016;F
3933;Winston;Duke;1986;;M
3934;Ken;Duken;1979;;M
3935;Germaine;Dulac;1882;1942;F
3936;;Dulari;1927;2013;F
3937;Keir;Dullea;1936;;M
3938;Charles;Dullin;1885;1949;M
3939;Antoine;Duléry;1959;;M
3940;Sandrine;Dumas;1963;;F
3941;Douglass;Dumbrille;1889;1974;M
3942;Margaret;Dumont;1882;1965;F
3943;Dennis;Dun;1952;;M
3944;Faye;Dunaway;1941;;F
3945;Adrian;Dunbar;1958;;M
3946;Dorothy;Dunbar;1902;1992;F
3947;Carmen;Duncan;1942;;F
3948;Lindsay;Duncan;1950;;F
3949;Michael Clarke;Duncan;1957;2012;M
3950;Sandy;Duncan;1946;;F
3951;Katherine;Dunham;1909;2006;F
3952;Stephen;Dunham;1964;2012;M
3953;Kevin;Dunn;1956;;M
3954;Nora;Dunn;1952;;F
3955;Ryan;Dunn;1977;2011;M
3956;Clare;Dunne;1937;;F
3957;Griffin;Dunne;1955;;M
3958;Irene;Dunne;1898;1990;F
3959;Debbe;Dunning;1966;;F
3960;George;Dunning;1920;1979;M
3961;Mildred;Dunnock;1901;1991;F
3962;Kirsten;Dunst;1982;;F
3963;Molly;Dunsworth;1990;;F
3964;Anny;Duperey;1947;;F
3965;François;Dupeyron;1950;2016;M
3966;Serge;Dupire;1958;;M
3967;Nancy;Duplaa;1969;;F
3968;Mark;Duplass;1976;;M
3969;Ewald André;Dupont;1891;1956;M
3970;Albert;Dupontel;1964;;M
3971;Fred;Duprez;1884;1938;M
3972;June;Duprez;1918;1984;F
3973;Roy;Dupuis;1963;;M
3974;Philippe;Duquesne;1965;;M
3975;Erica;Durance;1978;;F
3976;Kevin;Durand;1974;;M
3977;Giustino;Durano;1923;2002;M
3978;Jimmy;Durante;1893;1980;M
3979;Marguerite;Duras;1914;1996;F
3980;Deanna;Durbin;1921;2013;F
3981;Marc;Duret;1957;;M
3982;Romain;Duris;1974;;M
3983;Junior;Durkin;1915;1935;M
3984;Shevonne;Durkin;1969;;M
3985;Charles;Durning;1923;2012;M
3986;Boris;Durov;1937;2007;M
3987;Dan;Duryea;1907;1968;M
3988;Ann;Dusenberry;1952;;F
3989;Eliza;Dushku;1980;;F
3990;André;Dussollier;1946;;M
3991;Jacques;Dutronc;1943;;M
3992;Anjan;Dutt;1953;;M
3993;Guru;Dutt;1925;1964;M
3994;Sanjay;Dutt;1959;;M
3995;Sunil;Dutt;1929;2005;M
3996;Utpal;Dutt;1929;1993;M
3997;Divya;Dutta;1974;;F
3998;Ishita;Dutta;1990;;F
3999;J. P.;Dutta;1949;;M
4000;Ketaki;Dutta;1934;;F
4001;Lara;Dutta;1978;;F
4002;Santosh;Dutta;1925;1988;M
4003;Charles S.;Dutton;1951;;M
4004;James;Duval;1972;;M
4005;Robert;Duvall;1931;;M
4006;Shelley;Duvall;1949;;F
4007;Julien;Duvivier;1896;1967;M
4008;Ann;Dvorak;1911;1979;F
4009;Allan;Dwan;1885;1981;M
4010;Hilary;Dwyer;1945;;F
4011;Dmitry;Dyachenko;1972;;M
4012;Franklin;Dyall;1870;1950;M
4013;Isolda;Dychauk;1993;;F
4014;Cameron;Dye;1959;;M
4015;Danny;Dyer;1977;;M
4016;Russell;Dykstra;1966;;M
4017;Bob;Dylan;1941;;M
4018;Jesse;Dylan;1966;;M
4019;James;Dyrenforth;1895;1973;M
4020;Richard;Dysart;1929;2015;M
4021;Armen;Dzhigarkhanyan;1935;;M
4022;Alexis;Dziena;1984;;F
4023;George;Dzundza;1945;;M
4024;Marie;Déa;1912;1992;F
4025;Alex;Désert;1968;;M
4026;Guillermo;Díaz;1975;;M
4027;José;Díaz Morales;1908;1981;M
4028;Diogo;Dória;1953;;M
4029;Roland;Düringer;1963;;M
4030;Michael;Ealy;1973;;M
4031;B. Reeves;Eason;1886;1956;M
4032;Jeff;East;1957;;M
4033;Leslie;Easterbrook;1949;;F
4034;George;Eastman;1942;;M
4035;Robert;Easton;1930;2011;M
4036;Clint;Eastwood;1930;;M
4037;Jayne;Eastwood;1946;;F
4038;Kyle;Eastwood;1968;;M
4039;Scott;Eastwood;1986;;M
4040;Courtney;Eaton;1996;;F
4041;Shirley;Eaton;1937;;F
4042;Masashi;Ebara;1953;;M
4043;Thom;Eberhardt;1947;;M
4044;Christine;Ebersole;1953;;F
4045;Eriq;Ebouaney;1967;;M
4046;Buddy;Ebsen;1908;2003;M
4047;Christopher;Eccleston;1964;;M
4048;Pablo;Echarri;1969;;M
4049;Agneta;Eckemyr;1950;;F
4050;Aaron;Eckhart;1968;;M
4051;Johannes;Eckhoff;1919;2007;M
4052;Dan;Eckman;1984;;M
4053;Paul;Eddington;1927;1995;M
4054;Nelson;Eddy;1901;1967;M
4055;Uli;Edel;1947;;M
4056;Gregg;Edelman;1958;;M
4057;Herb;Edelman;1933;1996;M
4058;Lisa;Edelstein;1966;;F
4059;Barbara;Eden;1931;;F
4060;Chana;Eden;1932;;F
4061;Eku;Edewor;1986;;F
4062;Joel;Edgerton;1974;;M
4063;Nash;Edgerton;1973;;M
4064;Richard;Edson;1954;;M
4065;Anton;Edthofer;1883;1971;M
4066;Adetomiwa;Edun;1984;;M
4067;Allan;Edwall;1924;1997;M
4068;Anthony;Edwards;1962;;M
4069;Bill;Edwards;1918;1999;M
4070;Blake;Edwards;1922;2010;M
4071;Cliff;Edwards;1895;1971;M
4072;Gareth;Edwards;1975;;M
4073;J. Gordon;Edwards;1867;1925;M
4074;James;Edwards;1918;1970;M
4075;Justin;Edwards;1972;;M
4076;Meredith;Edwards;1917;1999;M
4077;Paddi;Edwards;1931;1999;F
4078;Percy;Edwards;1908;1996;M
4079;Snitz;Edwards;1860;1937;M
4080;Vince;Edwards;1928;1996;M
4081;Walter;Edwards;1870;1920;M
4082;Virginie;Efira;1977;;F
4083;Zac;Efron;1987;;M
4084;Peter;Egan;1946;;M
4085;Julie;Ege;1943;2008;F
4086;Aud;Egede-Nissen;1893;1974;F
4087;Tamsin;Egerton;1988;;F
4088;Taron;Egerton;1989;;M
4089;Samantha;Eggar;1939;;F
4090;Joseph;Egger;1889;1966;M
4091;Robert;Eggers;1983;;M
4092;Colin;Eggleston;1941;2002;M
4093;Atom;Egoyan;1960;;M
4094;Jennifer;Ehle;1969;;F
4095;Danger;Ehren;1976;;M
4096;Alden;Ehrenreich;1989;;M
4097;Peter;Ehrlich;1933;2015;M
4098;Richard;Eichberg;1888;1953;M
4099;Lisa;Eichhorn;1952;;F
4100;Lars;Eidinger;1976;;M
4101;Chris;Eigeman;1965;;M
4102;Andi;Eigenmann;1990;;F
4103;Nana;Eikura;1988;;F
4104;Lisa;Eilbacher;1957;;F
4105;Sally;Eilers;1908;1978;F
4106;Fernando;Eimbcke;1970;;M
4107;Hallie;Eisenberg;1992;;F
4108;Jesse;Eisenberg;1983;;M
4109;Dwight D.;Eisenhower;1890;1969;M
4110;Ike;Eisenmann;1962;;M
4111;Sergei;Eisenstein;1898;1948;M
4112;Anthony;Eisley;1925;2003;M
4113;India;Eisley;1993;;F
4114;Breck;Eisner;1970;;M
4115;Michael;Eisner;1942;;M
4116;;Eita;1982;;M
4117;Chiwetel;Ejiofor;1977;;M
4118;Linda;Ejiofor;1986;;F
4119;Carmen;Ejogo;1973;;F
4120;Anita;Ekberg;1931;2015;F
4121;Lars;Ekborg;1926;1969;M
4122;Omotola Jalade;Ekeinde;1978;;F
4123;Bengt;Ekerot;1920;1971;M
4124;Britt;Ekland;1942;;F
4125;Gösta;Ekman;1890;1938;M
4126;Hasse;Ekman;1915;2004;M
4127;Alexx;Ekubo;1986;;M
4128;Maged;El Kedwany;1967;;M
4129;Mabrouk;El Mechri;1976;;M
4130;Jack;Elam;1920;2003;M
4131;Idris;Elba;1972;;M
4132;Vincent;Elbaz;1971;;M
4133;Dana;Elcar;1927;2005;M
4134;Ron;Eldard;1965;;M
4135;George;Eldredge;1898;1977;M
4136;Florence;Eldridge;1901;1988;F
4137;Carmen;Electra;1972;;F
4138;Karra;Elejalde;1960;;M
4139;Erika;Eleniak;1969;;F
4140;Danny;Elfman;1953;;M
4141;Jenna;Elfman;1971;;F
4142;Richard;Elfman;1949;;M
4143;Harry;Elfont;1968;;M
4144;Taina;Elg;1930;;F
4145;Ansel;Elgort;1994;;M
4146;Christine;Elise;1965;;F
4147;Kimberly;Elise;1967;;F
4148;Shannon;Elizabeth;1973;;F
4149;Héctor;Elizondo;1936;;M
4150;Pompeo;Ellen;1969;;F
4151;Yvonne;Elliman;1951;;F
4152;Doug;Ellin;1968;;M
4153;Adam;Elliot;1972;;M
4154;Desmond;Elliot;1974;;M
4155;Alison;Elliott;1970;;F
4156;Chris;Elliott;1960;;M
4157;Denholm;Elliott;1922;1992;M
4158;Sam;Elliott;1944;;M
4159;Stephan;Elliott;1964;;M
4160;Stephen;Elliott;1918;2005;M
4161;Wild Bill;Elliott;1904;1965;M
4162;David R.;Ellis;1952;2013;M
4163;James;Ellis;1931;2014;M
4164;Patricia;Ellis;1916;1970;F
4165;Robin;Ellis;1942;;M
4166;James;Ellison;1910;1993;M
4167;Jennifer;Ellison;1983;;F
4168;Gad;Elmaleh;1971;;M
4169;Jamie;Elman;1976;;M
4170;Lily;Elsie;1886;1962;F
4171;Hannelore;Elsner;1942;;F
4172;Isobel;Elsom;1893;1981;F
4173;Robert;Elswit;1950;;M
4174;Maurice;Elvey;1887;1967;M
4175;Cary;Elwes;1962;;M
4176;Ruby;Elzy;1908;1943;F
4177;Ethan;Embry;1978;;M
4178;Obi;Emelonye;1967;;M
4179;Eric;Emerson;1945;1975;M
4180;Faye;Emerson;1917;1983;F
4181;Hope;Emerson;1897;1960;F
4182;John;Emerson;1874;1956;M
4183;Michael;Emerson;1944;;M
4184;Roy;Emerton;1892;1944;M
4185;Dick;Emery;1915;1983;M
4186;David;Emge;1946;;M
4187;Florent;Emilio Siri;1965;;M
4188;;Eminem;1972;;M
4189;Alphonsia;Emmanuel;1956;;F
4190;Nathalie;Emmanuel;1989;;F
4191;Luciano;Emmer;1918;2009;M
4192;Noah;Emmerich;1965;;M
4193;Roland;Emmerich;1955;;M
4194;Robert;Emms;1986;;M
4195;Akira;Emoto;1948;;M
4196;Tameka;Empson;1977;;F
4197;Hashmi;Emraan;1979;;M
4198;Cy;Endfield;1914;1995;M
4199;Hannah;Endicott-Douglas;1994;;F
4200;Lena;Endre;1955;;F
4201;Kenichi;Endō;1961;;M
4202;Harry;Enfield;1961;;M
4203;Georgia;Engel;1948;;F
4204;Morris;Engel;1918;2005;M
4205;Julie;Engelbrecht;1984;;F
4206;Sachet;Engineer;1995;;M
4207;Dave;England;1969;;M
4208;Alice;Englert;1994;;F
4209;Jan;Englert;1943;;M
4210;George;Englund;1926;2017;M
4211;Robert;Englund;1947;;M
4212;Ida;Engvoll;1985;;F
4213;Mireille;Enos;1975;;F
4214;Robert;Enrico;1931;2001;M
4215;Ray;Enright;1896;1965;M
4216;Michael;Ensign;1944;;M
4217;Ezzatolah;Entezami;1924;;M
4218;John;Entwistle;1944;2002;M
4219;Molly;Ephraim;1986;;F
4220;Nora;Ephron;1941;2012;F
4221;Mike;Epps;1970;;M
4222;Omar;Epps;1973;;M
4223;Jean;Epstein;1897;1953;M
4224;Rob;Epstein;1955;;M
4225;Kathryn;Erbe;1965;;F
4226;Stipe;Erceg;1974;;M
4227;Yılmaz;Erdoğan;1967;;M
4228;Halil;Ergün;1946;;M
4229;Oris;Erhuero;1968;;M
4230;Víctor;Erice;1940;;M
4231;Leif;Erickson;1911;1986;M
4232;Metin;Erksan;1929;2012;M
4233;R. Lee;Ermey;1944;;M
4234;Homayoun;Ershadi;1947;;M
4235;Roberto;Escalada;1914;1986;M
4236;Amat;Escalante;1979;;M
4237;Arlen;Escarpeta;1980;;M
4238;Eberhard;Esche;1933;2006;M
4239;Ted;Eshbaugh;1906;1969;M
4240;Jocelyn Jee;Esien;1979;;F
4241;Alex;Esmail;1993;;M
4242;Carl;Esmond;1902;2004;M
4243;Jill;Esmond;1908;1990;F
4244;Carlos;Espejel;1972;;M
4245;Daniel;Espinosa;1977;;M
4246;Facundo;Espinosa;1980;;M
4247;Giancarlo;Esposito;1958;;M
4248;Giani;Esposito;1930;1974;M
4249;Jennifer;Esposito;1973;;F
4250;Susie;Essman;1955;;F
4251;Emilio;Estevez;1962;;M
4252;Marjorie;Estiano;1982;;F
4253;Erik;Estrada;1949;;M
4254;Luis;Estrada;1962;;M
4255;Alberto;Estrella;1962;;M
4256;Alexander;Esway;1895;1947;M
4257;Alex;Etel;1994;;M
4258;Adesua;Etomi;1988;;F
4259;Ruth;Etting;1897;1978;F
4260;Marta;Etura;1978;;F
4261;Vladimir;Etush;1922;;M
4262;Bob;Eubanks;1938;;M
4263;Shin;Eun-kyung;1973;;F
4264;Jean;Eustache;1938;1981;M
4265;Anthony;Eustrel;1902;1979;M
4266;Chris;Evans;1981;;M
4267;Clifford;Evans;1912;1985;M
4268;Edith;Evans;1888;1976;F
4269;Estelle;Evans;1906;1982;F
4270;Evans;Evans;1936;;F
4271;Gareth;Evans;1980;;M
4272;Gareth Huw;Evans;1980;;M
4273;Gene;Evans;1922;1998;M
4274;Joan;Evans;1934;;F
4275;Luke;Evans;1979;;M
4276;Madge;Evans;1909;1981;F
4277;Maurice;Evans;1901;1989;M
4278;Monica;Evans;1940;;F
4279;Muriel;Evans;1910;2000;F
4280;Robert;Evans;1930;;M
4281;Rupert;Evans;1977;;M
4282;Shaun;Evans;1980;;M
4283;;Eve;1978;;F
4284;Alice;Eve;1982;;F
4285;Bridget;Everett;1972;;F
4286;Rupert;Everett;1959;;M
4287;Rex;Everhart;1920;2000;M
4288;Ananda;Everingham;1982;;M
4289;Briana;Evigan;1986;;F
4290;Dwight;Ewell;1968;;M
4291;Tom;Ewell;1909;1994;M
4292;Blake;Ewing;1900;1992;M
4293;Diana;Ewing;1946;;F
4294;Adèle;Exarchopoulos;1993;;F
4295;Richard;Eyer;1945;;M
4296;Richard;Eyre;1943;;M
4297;William;Eythe;1918;1957;M
4298;Guðjónsson;Eyþór;1968;;M
4299;Maynard;Eziashi;1965;;M
4300;Fahad;Faasil;1982;;M
4301;Shelley;Fabares;1944;;F
4302;;Fabian;1943;;F
4303;;Fabian;1943;;M
4304;Françoise;Fabian;1933;;F
4305;Patrick;Fabian;1964;;M
4306;Nanette;Fabray;1920;2018;F
4307;Aldo;Fabrizi;1905;1990;M
4308;Franco;Fabrizi;1926;1995;M
4309;Peter;Facinelli;1973;;M
4310;Roberto;Faenza;1943;;M
4311;Bill;Fagerbakke;1957;;M
4312;Jeff;Fahey;1952;;M
4313;Myrna;Fahey;1933;1973;F
4314;Peter;Faiman;1944;;M
4315;Christopher;Fairbank;1953;;M
4316;Douglas;Fairbanks;1883;1939;M
4317;Douglas (Jr.);Fairbanks;1909;2000;M
4318;William;Fairbanks;1894;1945;M
4319;Shepard;Fairey;1970;;M
4320;Michael;Fairman;1934;;M
4321;Donald;Faison;1974;;M
4322;Marianne;Faithfull;1946;;F
4323;Eduardo;Fajardo;1924;;M
4324;Ben;Falcone;1973;;M
4325;Renée;Falconetti;1892;1946;F
4326;Lisanne;Falk;1975;;F
4327;Peter;Falk;1927;2011;M
4328;Julius;Falkenstein;1879;1933;M
4329;Jimmy;Fallon;1974;;M
4330;Fulvio;Falzarano;1959;;M
4331;Rick;Famuyiwa;1973;;M
4332;Bingbing;Fan;1981;;F
4333;Caoke;Fan;1963;;M
4334;Dongli;Fan;1964;;F
4335;Kuang-Yao;Fan;1975;;M
4336;Louis;Fan;1973;;M
4337;Mavis;Fan;1977;;F
4338;Van;Fan;1978;;M
4339;Wei;Fan;1962;;M
4340;Xia;Fan;1980;;M
4341;Mei;Fang;1947;;F
4342;Wouyi;Fang;1963;;M
4343;Yin;Fang;1986;;M
4344;Stefen;Fangmeier;1960;;M
4345;Dakota;Fanning;1994;;F
4346;Elle;Fanning;1998;;F
4347;Neil;Fanning;1967;;M
4348;Parviz;Fannizadeh;1938;1980;M
4349;Golshifteh;Farahani;1983;;F
4350;James;Farentino;1938;2012;M
4351;Souad;Faress;1948;;F
4352;Antonio;Fargas;1946;;M
4353;James;Fargo;1938;;M
4354;Asghar;Farhadi;1972;;M
4355;Sarina;Farhadi;1997;;F
4356;Betty;Faria;1941;;F
4357;Reginaldo;Faria;1937;;M
4358;Ali;Farid;1945;2016;M
4359;Dennis;Farina;1944;2013;M
4360;Anna;Faris;1976;;F
4361;Valerie;Faris;1958;;F
4362;Chris;Farley;1964;1997;M
4363;Bill;Farmer;1952;;M
4364;Frances;Farmer;1913;1970;F
4365;Gary;Farmer;1953;;M
4366;Mimsy;Farmer;1945;;F
4367;Vera;Farmiga;1973;;F
4368;Richard;Farnsworth;1920;2000;M
4369;William;Farnum;1876;1953;M
4370;Derek;Farr;1912;1986;M
4371;Felicia;Farr;1932;;F
4372;David;Farrar;1908;1995;M
4373;Charles (I);Farrell;1900;1990;M
4374;Charles (II);Farrell;1900;1988;M
4375;Colin;Farrell;1976;;M
4376;Glenda;Farrell;1904;1971;F
4377;Nicholas;Farrell;1955;;M
4378;Sharon;Farrell;1940;;F
4379;Timothy;Farrell;1922;1989;M
4380;Bobby;Farrelly;1958;;M
4381;Peter;Farrelly;1956;;M
4382;John;Farrow;1904;1963;M
4383;Mia;Farrow;1945;;F
4384;Tisa;Farrow;1951;;F
4385;Dominique;Farrugia;1962;;M
4386;Michael;Fassbender;1977;;M
4387;Rainer Werner;Fassbinder;1945;1982;M
4388;Philippe;Faucon;1958;;M
4389;James;Faulkner;1948;;M
4390;Lisa;Faulkner;1973;;F
4391;Sally;Faulkner;1944;;F
4392;Renée;Faure;1918;2005;F
4393;Pierfrancesco;Favino;1969;;M
4394;Jon;Favreau;1966;;M
4395;Farrah;Fawcett;1947;2009;F
4396;George;Fawcett;1860;1939;M
4397;John;Fawcett;1968;;M
4398;Nat;Faxon;1975;;M
4399;Meagen;Fay;1957;;F
4400;Alice;Faye;1915;1998;F
4401;Frank;Faylen;1905;1985;M
4402;;Fazil;1953;;M
4403;Erra;Fazira;1974;;F
4404;Katie;Featherston;1982;;F
4405;Angela;Featherstone;1965;;F
4406;Birgitte;Federspiel;1925;2005;F
4407;Lidiya;Fedoseyeva-Shukshina;1938;;F
4408;Oakes;Fegley;2004;;M
4409;Bekim;Fehmiu;1936;2010;M
4410;Oded;Fehr;1970;;M
4411;Trevor;Fehrman;1981;;M
4412;Dong;Fei;1986;;M
4413;Guojing;Fei;1979;;M
4414;Hesai;Fei;1963;;F
4415;Huang;Fei;1917;1999;M
4416;Li;Fei;1982;;M
4417;Mu;Fei;1906;1951;M
4418;Xiang;Fei;1960;;M
4419;JJ;Feild;1978;;M
4420;Paul;Fejos;1897;1963;M
4421;Raphael;Fejtö;1974;;M
4422;Fritz;Feld;1900;1993;M
4423;Corey;Feldman;1971;;M
4424;Marty;Feldman;1934;1982;M
4425;Barbara;Feldon;1933;;F
4426;Beanie;Feldstein;1993;;F
4427;Federico;Fellini;1920;1993;M
4428;Julian;Fellowes;1949;;M
4429;Rockliffe;Fellowes;1883;1950;M
4430;Edith;Fellows;1923;2011;F
4431;Ruud;Feltkamp;1989;;M
4432;Tom;Felton;1987;;M
4433;Verna;Felton;1890;1966;F
4434;Shenhui;Fen;1961;;F
4435;Edwige;Fenech;1948;;F
4436;Shaofeng;Feng;1978;;M
4437;Xiaogang;Feng;1958;;M
4438;Xiaoning;Feng;1954;;M
4439;Yuanzheng;Feng;1962;;M
4440;Zu;Feng;1974;;M
4441;Leslie;Fenton;1902;1978;M
4442;Colm;Feore;1958;;M
4443;Heino;Ferch;1963;;M
4444;Adam;Ferency;1951;;M
4445;;Fergie;1975;;F
4446;Al;Ferguson;1888;1971;M
4447;Charles;Ferguson;1955;;M
4448;Colin;Ferguson;1972;;M
4449;Craig;Ferguson;1962;;M
4450;Frank;Ferguson;1899;1978;M
4451;Keith;Ferguson;1972;;M
4452;Norman;Ferguson;1902;1957;M
4453;Rebecca;Ferguson;1983;;F
4454;Sabrina;Ferilli;1964;;F
4455;Guy;Ferland;1966;;M
4456;Jodelle;Ferland;1994;;F
4457;;Fernandel;1903;1971;M
4458;Christine;Fernandes;1968;;F
4459;Jacqueline;Fernandez;1985;;F
4460;Shiloh;Fernandez;1985;;M
4461;Wilhelmenia Wiggins;Fernandez;1949;;F
4462;Fernando;Fernán-Gómez;1921;2007;M
4463;Alejandro;Fernández;1971;;M
4464;Eduard;Fernández;1964;;M
4465;Emilio;Fernández;1904;1986;M
4466;Freddy;Fernández;1934;1995;M
4467;Jaime;Fernández;1937;2005;M
4468;Abel;Ferrara;1951;;M
4469;Giuseppe;Ferrara;1932;2016;M
4470;Jerry;Ferrara;1979;;M
4471;Will;Ferrell;1967;;M
4472;José;Ferrer;1912;1992;M
4473;Kristyan;Ferrer;1995;;M
4474;Mel;Ferrer;1917;2008;M
4475;Miguel;Ferrer;1955;2017;M
4476;Sonia;Ferrer;1977;;F
4477;America;Ferrera;1984;;F
4478;Marco;Ferreri;1928;1997;M
4479;Anna Maria;Ferrero;1934;;F
4480;Martin;Ferrero;1947;;M
4481;Benoît;Ferreux;1955;;M
4482;Noel;Ferrier;1930;1997;M
4483;Pam;Ferris;1948;;F
4484;Turi;Ferro;1921;2001;M
4485;Andréa;Ferréol;1947;;F
4486;Gabriele;Ferzetti;1925;2015;M
4487;Stepin;Fetchit;1902;1985;M
4488;Vladimir;Fetin;1925;1981;M
4489;Olena;Fetisova;1964;;F
4490;Mark;Feuerstein;1971;;M
4491;Louis;Feuillade;1873;1925;M
4492;Edwige;Feuillère;1907;1998;F
4493;Tina;Fey;1970;;F
4494;Jacques;Feyder;1885;1948;M
4495;Gwen;Ffrangcon-Davies;1891;1992;F
4496;Zuzana;Fialová;1974;;F
4497;Ibinabo;Fiberesima;1973;;F
4498;William;Fichtner;1956;;M
4499;John;Fiedler;1925;2005;M
4500;Betty;Field;1913;1973;F
4501;Chelsea;Field;1957;;F
4502;Margaret;Field;1922;2011;F
4503;Sally;Field;1946;;F
4504;Shirley Anne;Field;1936;;F
4505;Todd;Field;1964;;M
4506;Virginia;Field;1917;1992;F
4507;Marjorie;Fielding;1892;1956;F
4508;Gracie;Fields;1898;1979;F
4509;W. C.;Fields;1880;1946;M
4510;Joseph;Fiennes;1970;;M
4511;Ralph;Fiennes;1962;;M
4512;Harvey;Fierstein;1954;;M
4513;Mike;Figgis;1948;;M
4514;Paulo;Figueiredo;1972;;M
4515;Katarzyna;Figura;1962;;F
4516;Nicola;Filacuridi;1920;2009;M
4517;Daniel;Filho;1937;;M
4518;Jardel;Filho;1928;1983;M
4519;Kleber Mendonça;Filho;1968;;M
4520;Sergey;Filippov;1912;1990;M
4521;Nathan;Fillion;1971;;M
4522;Travis;Fimmel;1979;;M
4523;Jon;Finch;1942;2012;M
4524;Peter;Finch;1916;1977;M
4525;David;Fincher;1962;;M
4526;Larry;Fine;1902;1975;M
4527;Frank;Finlay;1926;2016;M
4528;Jimmy;Finlayson;1887;1953;M
4529;William;Finley;1940;2012;M
4530;John P.;Finnegan;1926;2012;M
4531;Albert;Finney;1936;;M
4532;Angela;Finocchiaro;1955;;F
4533;Linda;Fiorentino;1958;;F
4534;Eddie;Firestone;1920;2007;M
4535;Leandro;Firmino;1978;;M
4536;Colin;Firth;1960;;M
4537;Jonathan;Firth;1967;;M
4538;Peter;Firth;1953;;M
4539;Jenna;Fischer;1974;;F
4540;Kai;Fischer;1934;;F
4541;Ion;Fiscuteanu;1937;2007;M
4542;Doris;Fish;1952;1991;F
4543;Laurence;Fishburne;1961;;M
4544;Carrie;Fisher;1956;2016;F
4545;Eddie;Fisher;1928;2010;F
4546;Frances;Fisher;1952;;F
4547;Isla;Fisher;1976;;F
4548;Noel;Fisher;1984;;M
4549;Terence;Fisher;1904;1980;M
4550;Jack;Fisk;1945;;M
4551;Chrissie;Fit;1984;;F
4552;Barry;Fitzgerald;1888;1961;M
4553;Geraldine;Fitzgerald;1913;2005;F
4554;Gregg;Fitzgerald;1980;;M
4555;George;Fitzmaurice;1885;1940;M
4556;John W;Fitzpatrick;1951;;M
4557;Leo;Fitzpatrick;1978;;M
4558;Emily;Fitzroy;1860;1954;F
4559;Paul;Fix;1901;1983;M
4560;Lil';Fizz;1985;;M
4561;Jack;Fjeldstad;1915;2000;M
4562;Robert;Flaherty;1884;1951;M
4563;Bud;Flanagan;1896;1968;M
4564;Crista;Flanagan;1976;;F
4565;Fionnula;Flanagan;1941;;F
4566;Markus;Flanagan;1964;;M
4567;Ed;Flanders;1934;1995;M
4568;Sean Patrick;Flanery;1965;;M
4569;Maureen;Flannigan;1972;;F
4570;Flav;Flavor;1959;;M
4571;Fred;Fleck;1892;1961;M
4572;Gary;Fleder;1965;;M
4573;James;Fleet;1954;;M
4574;Susan;Fleetwood;1944;1995;F
4575;Charles;Fleischer;1950;;M
4576;Richard;Fleischer;1916;2006;M
4577;Ruben;Fleischer;1974;;M
4578;Peter;Fleischmann;1937;;M
4579;Noah;Fleiss;1984;;M
4580;Andrew;Fleming;1963;;M
4581;Eric;Fleming;1925;1966;M
4582;Rhonda;Fleming;1923;;F
4583;Victor;Fleming;1889;1949;M
4584;Jason;Flemyng;1966;;M
4585;Robert;Flemyng;1912;1995;M
4586;Rodman;Flender;1962;;M
4587;Alan;Fletcher;1957;;M
4588;Anne;Fletcher;1966;;F
4589;Dexter;Fletcher;1966;;M
4590;Louise;Fletcher;1934;;F
4591;Peter;Flinth;1964;;M
4592;Calista;Flockhart;1964;;F
4593;Suzanne;Flon;1918;2005;F
4594;James;Flood;1895;1953;M
4595;Maria;Flor;1983;;F
4596;Edgar;Flores;1982;;M
4597;Rosario;Flores;1963;;F
4598;Robert;Florey;1900;1979;M
4599;Errol;Flynn;1909;1959;M
4600;Miriam;Flynn;1952;;F
4601;Nina;Foch;1924;2008;F
4602;Spiros;Focás;1937;;M
4603;Maxime;Foerste;1991;;F
4604;Anna;Foerster;1971;;F
4605;Vladimir;Fogel;1902;1929;M
4606;Dan;Fogler;1976;;M
4607;Anna;Foglietta;1979;;F
4608;Dave;Foley;1963;;M
4609;James;Foley;1953;;M
4610;Bridget;Fonda;1964;;F
4611;Henry;Fonda;1905;1982;M
4612;Jane;Fonda;1937;;F
4613;Peter;Fonda;1940;;M
4614;Phil;Fondacaro;1958;;M
4615;Benson;Fong;1916;1987;M
4616;Anne;Fontaine;1959;;F
4617;Joan;Fontaine;1917;2013;F
4618;Santino;Fontana;1982;;M
4619;Stocker;Fontelieu;1923;2009;M
4620;Dolores;Fonzi;1978;;F
4621;Tomás;Fonzi;1981;;M
4622;June;Foray;1917;2017;F
4623;Bryan;Forbes;1926;2013;M
4624;Mary;Forbes;1883;1974;F
4625;Maya;Forbes;1968;;F
4626;Michelle;Forbes;1965;;F
4627;Ralph;Forbes;1904;1951;M
4628;John;Forbes-Robertson;1928;2008;M
4629;André;Forcier;1947;;M
4630;Constance;Ford;1923;1993;F
4631;Glenn;Ford;1916;2006;M
4632;Harrison;Ford;1942;;M
4633;John;Ford;1894;1973;M
4634;Luke;Ford;1981;;M
4635;Paul;Ford;1901;1976;M
4636;Tom;Ford;1961;;M
4637;Wallace;Ford;1898;1966;M
4638;Eugene;Forde;1898;1986;?
4639;Walter;Forde;1896;1984;M
4640;Ken;Foree;1948;;M
4641;Deborah;Foreman;1962;;F
4642;Michael;Forest;1929;;M
4643;Frédéric;Forestier;1969;;M
4644;Sara;Forestier;1986;;F
4645;Claire;Forlani;1972;;F
4646;Miloš;Forman;1940;;F
4647;George;Formby;1904;1961;M
4648;Ann;Forrest;1895;1985;F
4649;Frederic;Forrest;1936;;M
